title,author_for_reference,pdf_url,page_no,domain_url,pattern_cleaned_url,github_user_cleaned_url
Domain Generalised Fully Convolutional One Stage Detection,Karthik Seemakurthy,https://eprints.lincoln.ac.uk/id/eprint/53780/1/ICRA_2023_CameraReadyFinal.pdf,0,https://github.com/karthikiitm87/domain-generalisation.,github.com/karthikiitm87/domain-generalisation,karthikiitm87/domain-generalisation
How can voting mechanisms improve the robustness and generalizability of toponym disambiguation,Xuke Hu,https://eprints.lincoln.ac.uk/id/eprint/53364/1/1-s2.0-S1569843223000134-main.pdf,1,https://github.com/Novetta/CLAVIN,github.com/Novetta/CLAVIN,Novetta/CLAVIN
How can voting mechanisms improve the robustness and generalizability of toponym disambiguation,Xuke Hu,https://eprints.lincoln.ac.uk/id/eprint/53364/1/1-s2.0-S1569843223000134-main.pdf,3,https://github.com/Lucaterre/spacyfishing,github.com/Lucaterre/spacyfishing,Lucaterre/spacyfishing
How can voting mechanisms improve the robustness and generalizability of toponym disambiguation,Xuke Hu,https://eprints.lincoln.ac.uk/id/eprint/53364/1/1-s2.0-S1569843223000134-main.pdf,3,https://github.com/informagi/REL,github.com/informagi/REL,informagi/REL
How can voting mechanisms improve the robustness and generalizability of toponym disambiguation,Xuke Hu,https://eprints.lincoln.ac.uk/id/eprint/53364/1/1-s2.0-S1569843223000134-main.pdf,3,https://github.com/YoungXiyuan/DCA,github.com/YoungXiyuan/DCA,YoungXiyuan/DCA
How can voting mechanisms improve the robustness and generalizability of toponym disambiguation,Xuke Hu,https://eprints.lincoln.ac.uk/id/eprint/53364/1/1-s2.0-S1569843223000134-main.pdf,3,https://github.com/HazyResearch/bootleg,github.com/HazyResearch/bootleg,HazyResearch/bootleg
How can voting mechanisms improve the robustness and generalizability of toponym disambiguation,Xuke Hu,https://eprints.lincoln.ac.uk/id/eprint/53364/1/1-s2.0-S1569843223000134-main.pdf,3,https://github.com/facebookresearch/BLINK,github.com/facebookresearch/BLINK,facebookresearch/BLINK
How can voting mechanisms improve the robustness and generalizability of toponym disambiguation,Xuke Hu,https://eprints.lincoln.ac.uk/id/eprint/53364/1/1-s2.0-S1569843223000134-main.pdf,3,https://github.com/facebookresearch/GENRE,github.com/facebookresearch/GENRE,facebookresearch/GENRE
How can voting mechanisms improve the robustness and generalizability of toponym disambiguation,Xuke Hu,https://eprints.lincoln.ac.uk/id/eprint/53364/1/1-s2.0-S1569843223000134-main.pdf,3,https://github.com/studio-ousia/luke,github.com/studio-ousia/luke,studio-ousia/luke
How can voting mechanisms improve the robustness and generalizability of toponym disambiguation,Xuke Hu,https://eprints.lincoln.ac.uk/id/eprint/53364/1/1-s2.0-S1569843223000134-main.pdf,3,https://github.com/SapienzaNLP/extend,github.com/SapienzaNLP/extend,SapienzaNLP/extend
How can voting mechanisms improve the robustness and generalizability of toponym disambiguation,Xuke Hu,https://eprints.lincoln.ac.uk/id/eprint/53364/1/1-s2.0-S1569843223000134-main.pdf,3,https://github.com/ehsk/CHF-TopoResolver,github.com/ehsk/CHF-TopoResolver,ehsk/CHF-TopoResolver
How can voting mechanisms improve the robustness and generalizability of toponym disambiguation,Xuke Hu,https://eprints.lincoln.ac.uk/id/eprint/53364/1/1-s2.0-S1569843223000134-main.pdf,3,https://github.com/openeventdata/mordecai,github.com/openeventdata/mordecai,openeventdata/mordecai
How can voting mechanisms improve the robustness and generalizability of toponym disambiguation,Xuke Hu,https://eprints.lincoln.ac.uk/id/eprint/53364/1/1-s2.0-S1569843223000134-main.pdf,3,https://github.com/grantdelozier/TopoCluster,github.com/grantdelozier/TopoCluster,grantdelozier/TopoCluster
How can voting mechanisms improve the robustness and generalizability of toponym disambiguation,Xuke Hu,https://eprints.lincoln.ac.uk/id/eprint/53364/1/1-s2.0-S1569843223000134-main.pdf,3,https://github.com/milangritta/Geocoding-with-Map-Vector,github.com/milangritta/Geocoding-with-Map-Vector,milangritta/Geocoding-with-Map-Vector
How can voting mechanisms improve the robustness and generalizability of toponym disambiguation,Xuke Hu,https://eprints.lincoln.ac.uk/id/eprint/53364/1/1-s2.0-S1569843223000134-main.pdf,3,https://github.com/milangritta/Pragmatic-Guide-to-Geoparsing-,github.com/milangritta/Pragmatic-Guide-to-Geoparsing-,milangritta/Pragmatic-Guide-to-Geoparsing-Evaluation
How can voting mechanisms improve the robustness and generalizability of toponym disambiguation,Xuke Hu,https://eprints.lincoln.ac.uk/id/eprint/53364/1/1-s2.0-S1569843223000134-main.pdf,5,https://github.com/geovista/GeoCorpora,github.com/geovista/GeoCorpora,geovista/GeoCorpora
How can voting mechanisms improve the robustness and generalizability of toponym disambiguation,Xuke Hu,https://eprints.lincoln.ac.uk/id/eprint/53364/1/1-s2.0-S1569843223000134-main.pdf,5,https://github.com/barbarainacioc/toponym-resolution/tree/master/,github.com/barbarainacioc/toponym-resolution,barbarainacioc/toponym-resolution
How can voting mechanisms improve the robustness and generalizability of toponym disambiguation,Xuke Hu,https://eprints.lincoln.ac.uk/id/eprint/53364/1/1-s2.0-S1569843223000134-main.pdf,5,https://github.com/UCREL/LakeDistrictCorpus,github.com/UCREL/LakeDistrictCorpus,UCREL/LakeDistrictCorpus
How can voting mechanisms improve the robustness and generalizability of toponym disambiguation,Xuke Hu,https://eprints.lincoln.ac.uk/id/eprint/53364/1/1-s2.0-S1569843223000134-main.pdf,9,https://github.com/kermitt2/entity-fishing.,github.com/kermitt2/entity-fishing,kermitt2/entity-fishing
Supporting inclusive learning resource design with Designing for Diverse Learners,Lee Fallin,https://eprints.lincoln.ac.uk/id/eprint/53547/1/document.pdf,6,https://github.com/UKHomeOffice/posters/blob/master/accessibility/dos-,github.com/UKHomeOffice/posters,UKHomeOffice/posters
Rethinking the transfer learning for FCN based polyp segmentation in colonoscopy,Yan Wen,https://eprints.lincoln.ac.uk/id/eprint/53764/1/Rethinking_the_Transfer_Learning_for_FCN_Based_Polyp_Segmentation.pdf,0,https://github.com/MELSunny/Keras-FCN,github.com/MELSunny/Keras-FCN,MELSunny/Keras-FCN
Rethinking the transfer learning for FCN based polyp segmentation in colonoscopy,Yan Wen,https://eprints.lincoln.ac.uk/id/eprint/53764/1/Rethinking_the_Transfer_Learning_for_FCN_Based_Polyp_Segmentation.pdf,9,https://github.com/scikit-image/scikit-image/blob/00177e14097237ef,github.com/scikit-image/scikit-image,scikit-image/scikit-image
"Investigating the association between diet and infection with Trichomonas gallinae in the European turtle dove
(Streptopelia turtur)",R. E. Young,https://eprints.lincoln.ac.uk/id/eprint/54139/1/Young%20et%20al.%202023%20Investigating%20the%20association%20between%20diet%20and%20infection%20with%20Trichomonas%20gallinae%20in%20the%20Europ.pdf,21,http://github.com/gotellilab/EcoSimR,github.com/gotellilab/EcoSimR,gotellilab/EcoSimR
3D-SiamMask: Vision-Based Multi-Rotor Aerial-Vehicle Tracking for a Moving Object,Mohamad Al Al Mdfaa,https://eprints.lincoln.ac.uk/id/eprint/53298/1/remotesensing-14-05756-v2.pdf,11,https://github.com/mhd-medfa/Single-Object-Tracker.,github.com/mhd-medfa/Single-Object-Tracker,mhd-medfa/Single-Object-Tracker
3D-SiamMask: Vision-Based Multi-Rotor Aerial-Vehicle Tracking for a Moving Object,Mohamad Al Al Mdfaa,https://eprints.lincoln.ac.uk/id/eprint/53298/1/remotesensing-14-05756-v2.pdf,20,https://github.com/JdeRobot/CustomRobots,github.com/JdeRobot/CustomRobots,JdeRobot/CustomRobots
