title,author_for_reference,pdf_url,page_no,domain_url,pattern_cleaned_url,github_user_cleaned_url
Quantified Grapho-Phonemic Systematicity in Korean Hangeul,Hana Jee,https://ray.yorksj.ac.uk/id/eprint/7819/2/63dd0a1e08517.pdf,9,https://github.com/HanaJee/hausdorff-distance-letters.git.,github.com/HanaJee/hausdorff-distance-letters,HanaJee/hausdorff-distance-letters
Systematicity in language and the fast and slow creation of writing systems: Understanding two types of non-arbitrary relations between orthographic characters and their canonical pronunciation,Hana Jee,https://ray.yorksj.ac.uk/id/eprint/7254/10/COGNIT-D-21-00847R1_v4_clean.pdf,10,https://github.com/HanaJee/Pixel-,github.com/HanaJee/Pixel-,HanaJee/Pixel-Count
Detecting Mental Health Behaviors Using Mobile Interactions: Exploratory Study Focusing on Binge Eating,Julio Vega,https://ray.yorksj.ac.uk/id/eprint/6388/1/PDF,20,https://github.com/JulioV/demmi_aware,github.com/JulioV/demmi_aware,JulioV/demmi_aware
Detecting Mental Health Behaviors Using Mobile Interactions: Exploratory Study Focusing on Binge Eating,Julio Vega,https://ray.yorksj.ac.uk/id/eprint/6388/1/PDF,20,https://github.com/JulioV/demmi-analysis,github.com/JulioV/demmi-analysis,JulioV/demmi-analysis
A personalised smartphone-delivered just-in-time adaptive intervention (JITABug) to increase physical activity in older adults: Feasibility pilot study (Preprint),Jacqueline L. Mair,https://ray.yorksj.ac.uk/id/eprint/6302/1/A%20personalised%20smartphone-delivered%20just-in-time%20adaptive%20intervention%20%28JITABug%29%20to%20increase%20physical%20activity%20in%20older%20adults.pdf,16,https://github.com/orcasgit/python-fitbit/,github.com/orcasgit/python-fitbit,orcasgit/python-fitbit
Cluster Algebras: Network Science and Machine Learning,Pierre-Philippe Dechant,https://ray.yorksj.ac.uk/id/eprint/6241/1/2203.13847.pdf,3,https://github.com/edhirst/ClusterAlgebrasML.git.,github.com/edhirst/ClusterAlgebrasML,edhirst/ClusterAlgebrasML
COVID-19 detection and disease progression visualization: Deep learning on chest X-rays for classification and coarse localization,Tahmina Zebin,https://ray.yorksj.ac.uk/id/eprint/5893/1/Zebin-Rezvy2021_Article_COVID-19DetectionAndDiseasePro.pdf,1,https://github.com/ieee8023/covid-chestxray-dataset,github.com/ieee8023/covid-chestxray-dataset,ieee8023/covid-chestxray-dataset
Data Imputation and Body Weight Variability Calculation Using Linear and Nonlinear Methods in Data Collected From Digital Smart Scales: Simulation and Validation Study,Jake Turicchi,https://ray.yorksj.ac.uk/id/eprint/5980/1/PDF,13,https://github.com/SteffenMoritz/imputeTS,github.com/SteffenMoritz/imputeTS,SteffenMoritz/imputeTS
Non-intersecting leaf insertion algorithm for tree structure models,Markku Akerblom,https://ray.yorksj.ac.uk/id/eprint/2791/1/Akerblom_2018i.pdf,19,https://github.com/InverseTampere/qsm-fanni-matlab).,github.com/InverseTampere/qsm-fanni-matlab,InverseTampere/qsm-fanni-matlab
Biased phylodynamic inferences from analysing clusters of viral sequences,Bethany L. Dearlove,https://ray.yorksj.ac.uk/id/eprint/4138/1/vex020.pdf,3,https://github.com/xiangfstats/GenieR).,github.com/xiangfstats/GenieR,xiangfstats/GenieR
Biased phylodynamic inferences from analysing clusters of viral sequences,Bethany L. Dearlove,https://ray.yorksj.ac.uk/id/eprint/4138/1/vex020.pdf,9,https://github.com/bdearlove/Papers/,github.com/bdearlove/Papers,bdearlove/Papers
