title,author_for_reference,pdf_url,page_no,domain_url,pattern_cleaned_url,github_user_cleaned_url
Autopia: An AI collaborator for live networked computer music performance,Norah Lorway,https://repository.falmouth.ac.uk/4307/1/AIMC2021%20paper%20CameraReady.pdf,0,https://github.com/muellmusik/Utopia,github.com/muellmusik/Utopia,muellmusik/Utopia
Autopia: An AI collaborator for live networked computer music performance,Norah Lorway,https://repository.falmouth.ac.uk/4307/1/AIMC2021%20paper%20CameraReady.pdf,1,https://github.com/supercollider/supercollider,github.com/supercollider/supercollider,supercollider/supercollider
Autopia: An AI collaborator for live networked computer music performance,Norah Lorway,https://repository.falmouth.ac.uk/4307/1/AIMC2021%20paper%20CameraReady.pdf,1,https://github.com/supercollider-quarks/Republic,github.com/supercollider-quarks/Republic,supercollider-quarks/Republic
Autopia: An AI collaborator for live networked computer music performance,Norah Lorway,https://repository.falmouth.ac.uk/4307/1/AIMC2021%20paper%20CameraReady.pdf,6,https://github.com/sicklincoln/MMLL,github.com/sicklincoln/MMLL,sicklincoln/MMLL
"“You Talkin’ To Me?” - Returning to Conversation,",Neil Fox,https://repository.falmouth.ac.uk/3964/1/Doing-Arts-Research-in-a-Pandemic.pdf,67,https://github.com/laugustyniak/awesome-sentiment-analysis,github.com/laugustyniak/awesome-sentiment-analysis,laugustyniak/awesome-sentiment-analysis
Autopia: An AI Collaborator for Live Coding Music Performances,Norah Lorway,https://repository.falmouth.ac.uk/3770/1/ICLC2020_Lorway.pdf,0,https://github.com/muellmusik/Utopia,github.com/muellmusik/Utopia,muellmusik/Utopia
Autopia: An AI Collaborator for Live Coding Music Performances,Norah Lorway,https://repository.falmouth.ac.uk/3770/1/ICLC2020_Lorway.pdf,2,https://github.com/supercollider/supercollider,github.com/supercollider/supercollider,supercollider/supercollider
Autopia: An AI Collaborator for Live Coding Music Performances,Norah Lorway,https://repository.falmouth.ac.uk/3770/1/ICLC2020_Lorway.pdf,2,https://github.com/supercollider-quarks/Republic,github.com/supercollider-quarks/Republic,supercollider-quarks/Republic
Autopia: An AI Collaborator for Live Coding Music Performances,Norah Lorway,https://repository.falmouth.ac.uk/3770/1/ICLC2020_Lorway.pdf,7,https://github.com/sicklincoln/MMLL,github.com/sicklincoln/MMLL,sicklincoln/MMLL
Autopia: An AI Collaborator for Gamified Live Coding Music Performances,Norah Lorway,https://repository.falmouth.ac.uk/3326/1/AISB2019_Live_Coding_Game.pdf,0,https://github.com/muellmusik/Utopia,github.com/muellmusik/Utopia,muellmusik/Utopia
Autopia: An AI Collaborator for Gamified Live Coding Music Performances,Norah Lorway,https://repository.falmouth.ac.uk/3326/1/AISB2019_Live_Coding_Game.pdf,0,https://github.com/supercollider/supercollider,github.com/supercollider/supercollider,supercollider/supercollider
Autopia: An AI Collaborator for Gamified Live Coding Music Performances,Norah Lorway,https://repository.falmouth.ac.uk/3326/1/AISB2019_Live_Coding_Game.pdf,0,https://github.com/supercollider-quarks/Republic,github.com/supercollider-quarks/Republic,supercollider-quarks/Republic
Autopia: An AI Collaborator for Gamified Live Coding Music Performances,Norah Lorway,https://repository.falmouth.ac.uk/3326/1/AISB2019_Live_Coding_Game.pdf,2,https://github.com/sicklincoln/MMLL,github.com/sicklincoln/MMLL,sicklincoln/MMLL
Designing a System for Online Orchestra - Computer Hardware and Software,David Prior,https://repository.falmouth.ac.uk/2793/1/JMTE_10_2-3_art_3_Computing_Hardware_and_Software.pdf,19,https://github.com/jcacerec/jacktrip.,github.com/jcacerec/jacktrip,jcacerec/jacktrip
Towards the Automatic Optimisation of Procedural Content Generators,Michael Cook,https://repository.falmouth.ac.uk/2558/1/Danesh_CIG16.pdf,1,http://github.com/gamesbyangelina/danesh,github.com/gamesbyangelina/danesh,gamesbyangelina/danesh
Investigating Vanilla MCTS Scaling on the GVG-AI Game Corpus,Mark Nelson,https://repository.falmouth.ac.uk/2302/1/MCTSScaling_CIG16.pdf,2,https://github.com/EssexUniversityMCTS/gvgai,github.com/EssexUniversityMCTS/gvgai,EssexUniversityMCTS/gvgai
The FloWr Online Platform Automated Programming and Computational Creativity as a Service,John Charnley,https://repository.falmouth.ac.uk/2561/1/charnley_iccc2016.pdf,7,https://github.com/holtzermann17/FloWrTester).,github.com/holtzermann17/FloWrTester,holtzermann17/FloWrTester
Danesh: Helping Bridge The Gap Between Procedural Generators and Their Output,Michael Cook,https://repository.falmouth.ac.uk/2569/1/Danesh_PCG16.pdf,3,http://github.com/gamesbyangelina/danesh,github.com/gamesbyangelina/danesh,gamesbyangelina/danesh
"Five Classical Elements: Earth, Wood, Fir, Air, Quintessence",Evy Dutheil,https://repository.falmouth.ac.uk/3595/2/Cumulus-Hong-Kong-Proceeding2016.pdf,338,https://github.com/Sensorica/PVCharacterization,github.com/Sensorica/PVCharacterization,Sensorica/PVCharacterization
AI-based game design patterns,Michael Cook,https://repository.falmouth.ac.uk/2397/1/Treanor2015AIBased.pdf,3,https://github.com/gamesbyangelina/contrabot,github.com/gamesbyangelina/contrabot,gamesbyangelina/contrabot
AI-based game design patterns,Michael Cook,https://repository.falmouth.ac.uk/2397/1/Treanor2015AIBased.pdf,5,https://github.com/gamesbyangelina/whatareyoudoing,github.com/gamesbyangelina/whatareyoudoing,gamesbyangelina/whatareyoudoing
www.swarmtv.net : Non-hierarchy Through Open Source Approaches To Distributed Filmmaking.,Jem Mackay,https://repository.falmouth.ac.uk/3222/1/www.swarmtv.net_JemMackay.pdf,207,https://github.com/ucfmediacentre/digitaldialogues).,github.com/ucfmediacentre/digitaldialogues,ucfmediacentre/digitaldialogues
